Column 0;Auteur;Column 2;Titel;Column 4;AlterTitel;Column 6;Serie;Column 8;Uitgever;Jaren2;Type;Column 12;Code;Column 14;Onderwerp1;Column 16;Onderwerp2;Column 18;Inhoud;Column 20;InvoerDatum
6732;Maass, E.;	;The Dream of Philip II;	;;	;;	;Bobbs-Merrill;	1944	0	;biografie;	;b673e;	;Filips II van Spanje;	;Don Carlos van Spanje, Karel V van Oostenrijk, Willem I de zwijger van Oranje-Nassau;	;xï;;NULL
6742;Tadema Sporry, J.;	;De Geschiedenis van China;	;;	;;	;Van Dishoeck;	1965	0	;studie;	;b674n;	;Woe van China, Djenghis Khan, e.a.;	;Gaodi van China (Lioe Pang), Woe-ti van China (Wudi), Yongle van China (Yoeng-lo), Mao Tse-toeng, T'zu-hsi van China, Kubilai Khan van China;	;ï;;NULL
6752;Eberhard, W.;	;A History of China from the earliest times to the present..;	;;	;;	;Univ. of California;	0	1960	;studie;	;b675e;	;;	;Yongle van China (Yung-lo), Wen-ti van China, Liu Yüan van China;	;x;;NULL
6762;Kent, R.K.;	;Early Kingdoms in Madagascar 1500-1700;	;;	;;	;Holt, Rinehart, etc.;	1970	1970	;studie;	;b676e;	;Andriandahifotsy van Madagascar, e.a.;	;Andriamisara van Maroserana, Andriamanely I van Bara, Rehandry III van Bara, Andriamanetriarivo van Maroserana, Andriamena van Maroserana, Andriakazimambobé van Madagascar, Andriamarofotana van Madagascar;	;ïx;;NULL
4347;Wilhelm, dr. G.;	;Stammtafel des Fürstlichen Hauses von Liechtenstein;	;;	;;	;;	0	0	;naslagwerk;	;z434d;	;;	;;	;;;NULL
4357;Pascarin, S., e.a.;	;Rome (Archeologische Gids van de Eeuwige Stad);	;Roma;	;;	;Zuid Boekprodukties;	1999	2000	;fotoboek;	;z435n;	;Hadrianus van Rome, e.a.;	;Marcus Aurelius van Rome, Nero van Rome, Caracalla van Rome, Julius Caesar van Rome;	;i;;NULL
3274;Schwennicke, D.;	;Europäische Stammtafeln I.1 (Stammtafeln zur Geschichte..);	;Die fränckische Könige und die Könige ..;	;Europäische Stammtafeln Neue Folge I.1;	;Stargardt;	0	1998	;naslagwerk;	;l327d;	;Hohenzollern, Wettin, Welfen, Habsburg, Wittelsbach, e.a.;	;Karolingen, Nassau, Saksen, Pruisen, Este, Babenberger, Beieren, De Palts, Luitpoldinger, Salier, Billungen, Liudolfingen, Konradinen, Pippiniden, Merowingen, Süpplingenburg, Meissen;	;;;NULL
0024;Janssonius, M.;	;Agnes Sorel;	;;	;Duetserie (II);	;Spaarnestad;	1966	0	;roman;	;l002n;	;Karel VII van Frankrijk, Agnes Sorel;	;Lodewijk XI de spin van Frankrijk, Maria van Anjou, koningin van Frankrijk;	;í;;NULL
0217;Janssonius, M.;	;Isabella van Portugal;	;;	;;	;Thieme;	1985	0	;biografie;	;z021n;	;Isabella van Portugal, Filips de schone van van Bourgondië;	;Karel de stoute van Bourgondië;	;ï;;NULL
0622;Jarvin McGraw, E.;	;De vrouwelijke farao;	;Pharaoh;	;;	;Holkema & Warendorf;	0	0	;roman;	;b062n;	;Hatshepsoet van Egypte;	;Toetmoses II van Egypte;	;;;NULL
1102;Jenkins, E.;	;Elizabeth de grote;	;Elizabeth the great;	;Historische Omnibus (II);	;De Boekerij;	0	1986	;roman;	;b110n;	;Elisabeth I Tudor van Engeland;	;Maria I de bloedige van Engeland, 'Bloody Mary';	;u;;NULL
1192;Jenkins, E.;	;Elizabeth de grote (Het levensverhaal van Elisabeth I...);	;Elizabeth the great;	;Cultuurserie;	;Stok / Forum;	1958	0	;roman;	;b119n;	;Elisabeth I Tudor van Engeland;	;Maria I de bloedige van Engeland, 'Bloody Mary';	;cruí;;NULL
0452;Jong, D. de;	;Een burger koning;	;;	;;	;Contact;	1947	0	;roman;	;b045n;	;Frederik Hendrik de stedendwinger van Oranje;	;;	;;;NULL
0192;Jonge, A. de;	;Tsaar Peter de grote;	;Fire and water;	;;	;Hollandia;	1979	1980	;biografie;	;b019n;	;Peter I de grote van Rusland;	;Iwan V van Rusland, Catharina I van Rusland;	;ï;;NULL
1502;Jordan, A.;	;Lola Montez;	;;	;Grote minnaressen;	;Boekenclub;	0	1972	;roman;	;b150n;	;Ludwig I van Beieren, Lola Montez;	;;	;ï2;;NULL
0017;Judd, D.;	;Gevallen tronen (verdwenen vorstenhuizen);	;Eclipse of Kings;	;;	;Unieboek;	1976	1976	;fotoboek;	;z001n;	;Nicolaas II van Rusland, Frans Josef I van Oostenrijk, e.a.;	;Wilhelm II van Duitsland, George II van Griekenland, Alfonso XIII van Spanje, Victor Emanuel III van Italië, Karel I van Portugal, Zog I van Albanië, Boris III van Bulgarije, Carol II van Roemenië, Alexander I van Joegoslavië, Umberto II van Italië;	;ï;;NULL
0087;Kalkwiek, W. e.a;	;Studiegids;	;;	;;	;Meulenhoff Educatief;	1983	1984	;lesmateriaal;	;z008n;	;De V.S. in de eerste helft van de 20e eeuw;	;Nederland en de Tweede Wereldoorlog;	;;;NULL
0064;Kenyon, F.W.;	;Harriet Howard;	;Imperial Courtesan;	;Duetserie (VI);	;Spaarnestad;	1967	0	;roman;	;l006n;	;Napoleon III van Frankrijk;	;;	;;;NULL
0084;Kenyon, F.W.;	;Mary Ann Clarke;	;The duke's mistress;	;Duetserie (VII);	;Spaarnestad;	1969	0	;roman;	;l008n;	;Frederik van Groot-Brittannië en Hannover, Mary Ann Clarke;	;;	;í;;NULL
0054;Kenyon, F.W.;	;Nell Gwyn;	;Mistress Nell;	;Duetserie (V);	;Spaarnestad;	1961	0	;roman;	;l005n;	;Karel II van Groot-Brittannië, Nell Gwyn;	;;	;í2;;NULL
0400;Kenyon, F.W.;	;That Spanish woman;	;That Spanish woman;	;;	;Tower Book;	1962	0	;roman;	;p040e;	;Napoleon III van Frankrijk, Eugénie de Montijo;	;;	;;;NULL
0247;Kernkamp, dr. G.W.;	;Prins Willem II 1626-1650;	;;	;;	;Ad. Donker;	1977	0	;biografie;	;z024n;	;Willem II van Oranje-Nassau, Maria Stuart van Groot-Brittannië;	;;	;ïx;;NULL
1542;Kesten, H.;	;Ferdinand en Isabella;	;Ferdinand und Isabella;	;;	;Omega Boek;	1981	1981	;roman;	;b154n;	;Isabella I de katholieke van Kastilië, Ferdinand II van Aragon;	;Johanna la Beltrañeja van Kastilië, Alfonso V de Afrikaan van Portugal, Isabella van Aragon, Johanna de waanzinnige van Aragon en Kastilië;	;;;NULL
0477;Klabund;	;Borgia, het gedoemde geslacht;	;Borgia;	;;	;Meulenhoff;	1968	1969	;roman;	;z047n;	;paus Alexander VI Borgia, Cesare Borgia;	;Lucretia Borgia, Alfonso I van Este-Modena, Alfonso van Aragon, bastaard van Napels, prins van Salerno;	;;;NULL
0352;Knight, B.;	;De leeuw van Nassau;	;The seventh square;	;;	;A.J. Luitingh;	0	0	;roman;	;b035n;	;Maurits van Oranje;	;Frederik Hendrik de stedendwinger van Oranje;	;;;NULL
0137;Koesen, W.;	;Duizend jaar Oranje;	;;	;;	;Teleboek B.V.;	1980	0	;fotoboek;	;z013n;	;Willem I de zwijger van Oranje, Willem V van Oranje-Nassau, e.a.;	;Frederik Hendrik de stedendwinger van Oranje, René van Châlon, Willem III van Groot-Brittannië en Oranje, Maurits van Oranje, Willem I van Nederland, Willem II van Nederland, Willem III van Nederland, Willem IV van Oranje, Willem V van Oranje;	;;;NULL
1532;Krepps, R.;	;El Cid;	;El Cid;	;;	;Nederl. Boekenclub;	0	0	;roman;	;b153n;	;Rodrigo Diaz de Vivar, 'El Cid';	;Ferdinand I de grote van Kastilië en Léon, Alfonso VI van Kastilië en Léon;	;;;NULL
1442;Laar, C.;	;Amour royal (het beloofde geluk);	;;	;;	;BK Boekenkring;	0	0	;roman;	;b144n;	;Frederik Willem III van Pruisen;	;;	;;;NULL
0104;Lane, M.;	;Catharina, de grote liefde van tsaar Peter de grote;	;Katrina;	;LHR;	;Lekturama;	0	0	;roman;	;l010n;	;Peter I de grote van Rusland, Catharina I van Rusland;	;;	;î;;NULL
0384;Lannoy, M. de;	;Madame Royale I (Het spinneweb);	;;	;Madame Royale;	;EVA;	0	0	;roman;	;l038n;	;Maria Theresia van Frankrijk;	;;	;;;NULL
0394;Lannoy, M. de;	;Madame Royale II (De gouden horizont);	;;	;Madame Royale;	;EVA;	0	0	;roman;	;l039n;	;;	;;	;;;NULL
0404;Lannoy, M. de;	;Madame Royale III (Het droomhuis);	;;	;Madame Royale;	;EVA;	0	0	;roman;	;l040n;	;;	;;	;;;NULL
0214;Legrand, I.;	;Romantiek rond Bonnie Prince Charlie;	;Catriona des Bruyères;	;LHR;	;Lekturama;	0	0	;roman;	;l021n;	;Charles Edward Stuart van Schotland, 'Bonnie Prince Charlie';	;;	;î;;NULL
0292;Lehmann, Johannes;	;De kruisvaarders (Avonturiers in de naam van God);	;Die Kreuzfahrer;	;;	;Forum Boekerij;	1976	0	;studie;	;b029n;	;Godfried van Bouillon, Boudewijn I van Jeruzalem, Saladin, e.a.;	;Boudewijn II van Jeruzalem, Boudewijn IX de heilige van Frankrijk, Boudewijn IV de melaatse van Jeruzalem, Sybille van Jeruzalem, Raimond IV van Toulouse, Mélisande van Jeruzalem, Frederik I Barbarossa van Duitsland, Lodewijk VII van Frankrijk;	;xî;;NULL
0054;Leigh, O.;	;Gezusters Nesle;	;Lodewijk XV and the ugly sisters;	;Duetserie (IV);	;Spaarnestad;	1968	0	;roman;	;l005n;	;Lodewijk XV van Frankrijk, Anne-Marie de Nesle van Châteauroux;	;Louise-Julie de Nesle, Pauline-Félicité de Nesle, Marie Leczynska van Polen;	;2í;;NULL
1642;Lennep, J. van, e.a.;	;Merkwaardige Kastelen in Nederland;	;;	;;	;B.V. Foresta;	1860	1983	;platenboek;	;b164n;	;verdwenen kastelen in Nederland;	;;	;;;NULL
0010;Letton, J. en F.;	;Elisabeth I, de strijd van een koningsdochter;	;;	;Reader's Digest Condensed Books;	;Reader's Digest;	1953	1973	;samenvatting;	;c001n;	;Elisabeth I Tudor van Engeland;	;Maria I de bloedige van Engeland, 'Bloody Mary', Robert Dudley van Leicester;	;jp;;NULL
0397;Levron, J.;	;Madame de Pompadour;	;Secrète Madame de Pompadour;	;;	;De Haan;	1963	1963	;roman;	;z039n;	;Lodewijk XV van Frankrijk, Jeanne Antoinette Poisson de Pompadour;	;;	;ï;;NULL
0482;Lewis, H.;	;Ik, Jacoba;	;I, Jacqueline...;	;;	;NBC;	0	0	;roman;	;b048n;	;Jacoba van Beieren, gravin van Holland;	;Jan IV van Brabant, Jan van Touraine, dauphin van Frankrijk, Humphrey van Engeland-Gloucester, Frank van Borsselen, Filips de goede van Bourgondië, Margaretha van Bourgondië;	;;;NULL
